row_id,source,report_date,status_id,water_source,water_tech,install_year,installer,fecal_coliform_value,fecal_coliform_presence,activity_id,clean_country_id,clean_country_name,clean_adm1,water_source_clean,water_source_category,water_tech_clean,_facility_type,management_clean,status_clean,count,updated,pay_clean,subjective_quality_clean,dataset_title
44616,Water Mission,2014-07-03T00:00:00.000,Unknown,,Electrical pump,2012,Water Mission,,,00.011.86,HND,Honduras,Colón,,,Motorized Pump - Electric,Unknown,Community Management,Non-Functional,1,2020-07-31T01:54:53.000,,,Water Mission_Global_2006-2012
44671,Water Mission,2014-02-04T00:00:00.000,Unknown,,Electrical pump,2008,Water Mission,,,00.000.71,UGA,Uganda,Central,,,Motorized Pump - Electric,Unknown,Community Management,Non-Functional,1,2020-07-31T01:54:53.000,,,Water Mission_Global_2006-2012
44692,Water Mission,2014-08-04T00:00:00.000,Unknown,,Electrical pump,2011,Water Mission,,,00.005.65,UGA,Uganda,Eastern,,,Motorized Pump - Electric,Unknown,Community Management,Non-Functional,1,2020-07-31T01:54:53.000,,,Water Mission_Global_2006-2012
44741,Water Mission,2014-02-07T00:00:00.000,Unknown,,Electrical pump,2009,Water Mission,,,00.017.12,MEX,México,Chiapas,,,Motorized Pump - Electric,Unknown,Community Management,Non-Functional,1,2020-07-31T01:54:53.000,,,Water Mission_Global_2006-2012
44832,Water Mission,2014-03-07T00:00:00.000,Unknown,,Electrical pump,2008,Water Mission,,,00.012.43,MEX,México,Chiapas,,,Motorized Pump - Electric,Unknown,Community Management,Non-Functional,1,2020-07-31T01:54:53.000,,,Water Mission_Global_2006-2012
44900,Water Mission,2014-09-18T00:00:00.000,Unknown,,Electrical pump,2013,Water Mission,,,00.019.00,MEX,México,Chiapas,,,Motorized Pump - Electric,Unknown,Community Management,Non-Functional,1,2020-07-31T01:54:53.000,,,Water Mission_Global_2006-2012
45169,Water Mission,2014-11-30T00:00:00.000,Unknown,,Electrical pump,2013,Water Mission,,,00.018.99,MEX,México,Chiapas,,,Motorized Pump - Electric,Unknown,Community Management,Non-Functional,1,2020-07-31T01:54:53.000,,,Water Mission_Global_2006-2012
98512,The Water Trust Uganda,2015-05-02T00:00:00.000,Yes,,Protected dug well,,,,,,UGA,Uganda,Western,Undefined Well,Well,,Unknown,,Functional,1,2020-07-29T19:21:47.000,,,WPDx Reingestion_Global
127162,"Ministry of Water and Environment, Uganda",2011-09-02T00:00:00.000,No,Shallow well,,2010,,,,020-00185,UGA,Uganda,Western,Undefined Well,Well,,Unknown,Community Management,Non-Functional,1,2020-01-01T00:00:00.000,,,Ministry of Water and Environment_Uganda_2009
128615,"Ministry of Water and Environment, Uganda",2010-09-22T00:00:00.000,No,Protected spring,,1994,,,,029-00442,UGA,Uganda,Central,Protected Well,Well,,Improved,Community Management,Non-Functional,1,2020-01-01T00:00:00.000,,,Ministry of Water and Environment_Uganda_2009
